category,raw_sketch_ind,fc6_sketch_ind,raw_sketch_pca_ind,fc6_sketch_pca_ind
jack-o-lantern,4037,11407,4037,11407
jack-o-lantern,4093,2667,4093,2667
jack-o-lantern,4124,1920,4124,1920
jack-o-lantern,4134,6075,4134,6075
jack-o-lantern,4175,3399,4175,3399
jack-o-lantern,4208,10455,4208,10455
jack-o-lantern,4226,10703,4226,10703
jack-o-lantern,4277,6712,4277,6712
jack-o-lantern,4302,190,4302,190
jack-o-lantern,4326,6986,4326,6986
jack-o-lantern,4375,11898,4375,11898
jack-o-lantern,4402,6185,4402,6185
jack-o-lantern,4440,8693,4440,8693
jack-o-lantern,4448,6104,4448,6104
jack-o-lantern,4489,11205,4489,11205
jack-o-lantern,4542,2204,4542,2204
jack-o-lantern,4565,4597,4565,4597
jack-o-lantern,4597,6000,4597,6000
jack-o-lantern,4623,4816,4623,4816
jack-o-lantern,4671,2051,4671,2051
jack-o-lantern,4691,11844,4691,11844
jack-o-lantern,4729,11811,4729,11811
jack-o-lantern,4747,6139,4747,6139
jack-o-lantern,4779,4623,4779,4623
jack-o-lantern,4816,2420,4816,2420
jack-o-lantern,4834,1973,4834,1973
jack-o-lantern,4895,6965,4895,6965
jack-o-lantern,4917,9421,4917,9421
jack-o-lantern,4955,11183,4955,11183
jack-o-lantern,4976,11154,4976,11154
jack-o-lantern,4995,4671,4995,4671
jack-o-lantern,5041,2119,5041,2119
jack-o-lantern,5086,11627,5086,11627
jack-o-lantern,5090,1402,5090,1402
jack-o-lantern,5127,11745,5127,11745
jack-o-lantern,5156,11389,5156,11389
jack-o-lantern,5185,7741,5185,7741
jack-o-lantern,5230,5540,5230,5540
jack-o-lantern,5256,9118,5256,9118
jack-o-lantern,5285,948,5285,948
jack-o-lantern,5324,7689,5324,7689
jack-o-lantern,5371,9237,5371,9237
jack-o-lantern,5391,5127,5391,5127
jack-o-lantern,5418,5597,5418,5597
jack-o-lantern,5445,3932,5445,3932
jack-o-lantern,5479,7651,5479,7651
jack-o-lantern,5507,1428,5507,1428
jack-o-lantern,5540,8323,5540,8323
jack-o-lantern,5597,4226,5597,4226
jack-o-lantern,5626,1357,5626,1357
jack-o-lantern,5656,5507,5656,5507
jack-o-lantern,5692,961,5692,961
jack-o-lantern,5725,5479,5725,5479
jack-o-lantern,5747,5156,5747,5156
jack-o-lantern,5769,10146,5769,10146
jack-o-lantern,5796,1328,5796,1328
jack-o-lantern,5829,10569,5829,10569
jack-o-lantern,5864,3953,5864,3953
jack-o-lantern,5917,3034,5917,3034
jack-o-lantern,5944,9772,5944,9772
jack-o-lantern,5972,7802,5972,7802
jack-o-lantern,6000,10890,6000,10890
jack-o-lantern,6022,3255,6022,3255
jack-o-lantern,6075,4208,6075,4208
jack-o-lantern,6104,7756,6104,7756
jack-o-lantern,6139,2989,6139,2989
jack-o-lantern,6158,3276,6158,3276
jack-o-lantern,6185,2972,6185,2972
jack-o-lantern,6232,7639,6232,7639
jack-o-lantern,6259,12020,6259,12020
jack-o-lantern,6303,1511,6303,1511
jack-o-lantern,6309,7539,6309,7539
jack-o-lantern,6358,1547,6358,1547
jack-o-lantern,6371,5656,6371,5656
jack-o-lantern,6412,2884,6412,2884
jack-o-lantern,6445,5692,6445,5692
jack-o-lantern,6472,7512,6472,7512
jack-o-lantern,6505,3849,6505,3849
jack-o-lantern,6549,4326,6549,4326
jack-o-lantern,6565,9978,6565,9978
jack-o-lantern,6619,10663,6619,10663
jack-o-lantern,6641,8396,6641,8396
jack-o-lantern,6665,1579,6665,1579
jack-o-lantern,6712,7470,6712,7470
jack-o-lantern,6741,66,6741,66
jack-o-lantern,6755,5090,6755,5090
jack-o-lantern,6808,7809,6808,7809
jack-o-lantern,6819,9084,6819,9084
jack-o-lantern,6877,4302,6877,4302
jack-o-lantern,6901,3736,6901,3736
jack-o-lantern,6939,400,6939,400
jack-o-lantern,6965,5626,6965,5626
jack-o-lantern,6986,3887,6986,3887
jack-o-lantern,7023,4277,7023,4277
jack-o-lantern,7071,9567,7071,9567
jack-o-lantern,7090,7592,7090,7592
jack-o-lantern,7114,11272,7114,11272
jack-o-lantern,7148,8362,7148,8362
jack-o-lantern,7198,1478,7198,1478
jack-o-lantern,7224,10924,7224,10924
jack-o-lantern,7232,906,7232,906
jack-o-lantern,7265,10814,7265,10814
jack-o-lantern,7321,7562,7321,7562
jack-o-lantern,7330,2914,7330,2914
jack-o-lantern,7369,285,7369,285
jack-o-lantern,7422,8427,7422,8427
jack-o-lantern,7455,8288,7455,8288
jack-o-lantern,7470,8275,7470,8275
jack-o-lantern,7512,1041,7512,1041
jack-o-lantern,7539,4124,7539,4124
jack-o-lantern,7562,9752,7562,9752
jack-o-lantern,7592,5230,7592,5230
jack-o-lantern,7639,5324,7639,5324
jack-o-lantern,7651,8198,7651,8198
jack-o-lantern,7689,8066,7689,8066
jack-o-lantern,7741,11356,7741,11356
jack-o-lantern,7756,8059,7756,8059
jack-o-lantern,7802,8019,7802,8019
jack-o-lantern,7809,5371,7809,5371
jack-o-lantern,7842,1175,7842,1175
jack-o-lantern,7901,3118,7901,3118
jack-o-lantern,7918,1211,7918,1211
jack-o-lantern,7947,12072,7947,12072
jack-o-lantern,7992,1148,7992,1148
jack-o-lantern,8019,324,8019,324
jack-o-lantern,8059,3155,8059,3155
jack-o-lantern,8066,5256,8066,5256
jack-o-lantern,8114,1069,8114,1069
jack-o-lantern,8148,8188,8148,8188
jack-o-lantern,8188,3177,8188,3177
jack-o-lantern,8198,8148,8198,8148
jack-o-lantern,8249,10821,8249,10821
jack-o-lantern,8275,11,8275,11
jack-o-lantern,8288,4093,8288,4093
jack-o-lantern,8323,12276,8323,12276
jack-o-lantern,8362,9612,8362,9612
jack-o-lantern,8396,304,8396,304
jack-o-lantern,8427,8114,8427,8114
jack-o-lantern,8452,1095,8452,1095
jack-o-lantern,8493,5285,8493,5285
jack-o-lantern,8525,4037,8525,4037
jack-o-lantern,8545,9199,8545,9199
jack-o-lantern,8602,10851,8602,10851
jack-o-lantern,8639,7992,8639,7992
jack-o-lantern,8657,8249,8657,8249
jack-o-lantern,8693,1278,8693,1278
jack-o-lantern,8730,10479,8730,10479
jack-o-lantern,8741,5185,8741,5185
jack-o-lantern,8791,7901,8791,7901
jack-o-lantern,8814,10080,8814,10080
jack-o-lantern,8851,11568,8851,11568
jack-o-lantern,8878,5445,8878,5445
jack-o-lantern,8919,1311,8919,1311
jack-o-lantern,8942,3974,8942,3974
jack-o-lantern,8964,3044,8964,3044
jack-o-lantern,8992,10384,8992,10384
jack-o-lantern,9024,4175,9024,4175
jack-o-lantern,9084,12101,9084,12101
jack-o-lantern,9118,7842,9118,7842
jack-o-lantern,9136,12046,9136,12046
jack-o-lantern,9174,10311,9174,10311
jack-o-lantern,9199,32,9199,32
jack-o-lantern,9237,5418,9237,5418
jack-o-lantern,9257,7918,9257,7918
jack-o-lantern,9285,11538,9285,11538
jack-o-lantern,9333,4025,9333,4025
jack-o-lantern,9357,11317,9357,11317
jack-o-lantern,9384,4134,9384,4134
jack-o-lantern,9421,9174,9421,9174
jack-o-lantern,9471,11712,9471,11712
jack-o-lantern,9494,12235,9494,12235
jack-o-lantern,9532,5391,9532,5391
jack-o-lantern,9567,1005,9567,1005
jack-o-lantern,9585,1218,9585,1218
jack-o-lantern,9612,9585,9612,9585
jack-o-lantern,9657,352,9657,352
jack-o-lantern,9678,9136,9678,9136
jack-o-lantern,9713,3075,9713,3075
jack-o-lantern,9752,7947,9752,7947
jack-o-lantern,9772,3221,9772,3221
jack-o-lantern,9816,5725,9816,5725
jack-o-lantern,9852,1453,9852,1453
jack-o-lantern,9862,460,9862,460
jack-o-lantern,9906,5829,9906,5829
jack-o-lantern,9929,11515,9929,11515
jack-o-lantern,9978,10049,9978,10049
jack-o-lantern,10004,8992,10004,8992
jack-o-lantern,10043,2773,10043,2773
jack-o-lantern,10049,7265,10049,7265
jack-o-lantern,10080,12193,10080,12193
jack-o-lantern,10127,7321,10127,7321
jack-o-lantern,10146,5796,10146,5796
jack-o-lantern,10199,3783,10199,3783
jack-o-lantern,10237,2793,10237,2793
jack-o-lantern,10241,1721,10241,1721
jack-o-lantern,10301,11778,10301,11778
jack-o-lantern,10311,4402,10311,4402
jack-o-lantern,10355,8452,10355,8452
jack-o-lantern,10384,5769,10384,5769
jack-o-lantern,10405,440,10405,440
jack-o-lantern,10455,7330,10455,7330
jack-o-lantern,10479,1694,10479,1694
jack-o-lantern,10517,5041,10517,5041
jack-o-lantern,10555,10555,10555,10555
jack-o-lantern,10569,11684,10569,11684
jack-o-lantern,10594,11599,10594,11599
jack-o-lantern,10624,5747,10624,5747
jack-o-lantern,10663,7369,10663,7369
jack-o-lantern,10703,5086,10703,5086
jack-o-lantern,10726,9024,10726,9024
jack-o-lantern,10760,832,10760,832
jack-o-lantern,10814,4440,10814,4440
jack-o-lantern,10821,1737,10821,1737
jack-o-lantern,10851,10301,10851,10301
jack-o-lantern,10890,7114,10890,7114
jack-o-lantern,10924,8525,10924,8525
jack-o-lantern,10956,1813,10956,1813
jack-o-lantern,11000,11232,11000,11232
jack-o-lantern,11013,491,11013,491
jack-o-lantern,11055,9285,11055,9285
jack-o-lantern,11081,2751,11081,2751
jack-o-lantern,11122,7148,11122,7148
jack-o-lantern,11154,5917,11154,5917
jack-o-lantern,11183,4995,11183,4995
jack-o-lantern,11205,804,11205,804
jack-o-lantern,11232,234,11232,234
jack-o-lantern,11272,8964,11272,8964
jack-o-lantern,11317,2833,11317,2833
jack-o-lantern,11356,11000,11356,11000
jack-o-lantern,11389,7198,11389,7198
jack-o-lantern,11407,9929,11407,9929
jack-o-lantern,11425,5864,11425,5864
jack-o-lantern,11482,9494,11482,9494
jack-o-lantern,11515,1779,11515,1779
jack-o-lantern,11538,9713,11538,9713
jack-o-lantern,11568,3764,11568,3764
jack-o-lantern,11599,10760,11599,10760
jack-o-lantern,11627,8493,11627,8493
jack-o-lantern,11659,4448,11659,4448
jack-o-lantern,11684,7224,11684,7224
jack-o-lantern,11712,7232,11712,7232
jack-o-lantern,11745,11997,11745,11997
jack-o-lantern,11778,9852,11778,9852
jack-o-lantern,11811,3838,11811,3838
jack-o-lantern,11844,9816,11844,9816
jack-o-lantern,11898,2853,11898,2853
jack-o-lantern,11922,9532,11922,9532
jack-o-lantern,11936,3353,11936,3353
jack-o-lantern,11997,4375,11997,4375
jack-o-lantern,12020,7455,12020,7455
jack-o-lantern,12046,3319,12046,3319
jack-o-lantern,12072,10956,12072,10956
jack-o-lantern,12101,1607,12101,1607
jack-o-lantern,12152,9257,12152,9257
jack-o-lantern,12187,1663,12187,1663
jack-o-lantern,12193,9657,12193,9657
jack-o-lantern,12235,7422,12235,7422
jack-o-lantern,12276,866,12276,866
jellyfish,3,174,3,174
jellyfish,59,9722,59,9722
jellyfish,89,2281,89,2281
jellyfish,114,10861,114,10861
jellyfish,139,9830,139,9830
jellyfish,174,6487,174,6487
jellyfish,195,10280,195,10280
jellyfish,235,11020,235,11020
jellyfish,256,89,256,89
jellyfish,310,7942,310,7942
jellyfish,350,3554,350,3554
jellyfish,377,1207,377,1207
jellyfish,402,9600,402,9600
jellyfish,427,4005,427,4005
jellyfish,464,8614,464,8614
jellyfish,481,7980,481,7980
jellyfish,532,114,532,114
jellyfish,570,8000,570,8000
jellyfish,603,12029,603,12029
jellyfish,621,1862,621,1862
jellyfish,642,8538,642,8538
jellyfish,698,4743,698,4743
jellyfish,722,1776,722,1776
jellyfish,767,7609,767,7609
jellyfish,791,642,791,642
jellyfish,811,9521,811,9521
jellyfish,848,4347,848,4347
jellyfish,891,12129,891,12129
jellyfish,899,7907,899,7907
jellyfish,956,12056,956,12056
jellyfish,974,4147,974,4147
jellyfish,998,10748,998,10748
jellyfish,1031,2242,1031,2242
jellyfish,1056,998,1056,998
jellyfish,1112,2033,1112,2033
jellyfish,1131,6546,1131,6546
jellyfish,1165,1226,1165,1226
jellyfish,1207,11431,1207,11431
jellyfish,1226,12075,1226,12075
jellyfish,1268,9875,1268,9875
jellyfish,1305,7016,1305,7016
jellyfish,1327,6835,1327,6835
jellyfish,1368,7507,1368,7507
jellyfish,1406,7225,1406,7225
jellyfish,1419,4525,1419,4525
jellyfish,1457,11903,1457,11903
jellyfish,1490,9587,1490,9587
jellyfish,1533,6514,1533,6514
jellyfish,1559,10358,1559,10358
jellyfish,1597,8233,1597,8233
jellyfish,1626,4460,1626,4460
jellyfish,1642,4115,1642,4115
jellyfish,1685,1165,1685,1165
jellyfish,1717,3658,1717,3658
jellyfish,1736,4035,1736,4035
jellyfish,1776,6410,1776,6410
jellyfish,1812,8107,1812,8107
jellyfish,1838,1131,1838,1131
jellyfish,1862,1112,1862,1112
jellyfish,1906,9460,1906,9460
jellyfish,1944,11475,1944,11475
jellyfish,1965,3733,1965,3733
jellyfish,2002,791,2002,791
jellyfish,2033,8176,2033,8176
jellyfish,2050,9745,2050,9745
jellyfish,2082,4495,2082,4495
jellyfish,2133,4079,2133,4079
jellyfish,2145,1812,2145,1812
jellyfish,2192,3773,2192,3773
jellyfish,2216,1056,2216,1056
jellyfish,2242,11921,2242,11921
jellyfish,2281,722,2281,722
jellyfish,2327,8134,2327,8134
jellyfish,2343,9801,2343,9801
jellyfish,2384,811,2384,811
jellyfish,2422,7121,2422,7121
jellyfish,2444,1838,2444,1838
jellyfish,2472,11950,2472,11950
jellyfish,2518,2002,2518,2002
jellyfish,2549,7430,2549,7430
jellyfish,2574,2343,2574,2343
jellyfish,2618,9638,2618,9638
jellyfish,2645,7162,2645,7162
jellyfish,2661,8081,2661,8081
jellyfish,2712,4720,2712,4720
jellyfish,2738,8205,2738,8205
jellyfish,2752,10077,2752,10077
jellyfish,2792,7193,2792,7193
jellyfish,2816,11559,2816,11559
jellyfish,2857,11125,2857,11125
jellyfish,2890,1031,2890,1031
jellyfish,2931,3,2931,3
jellyfish,2946,7063,2946,7063
jellyfish,3002,4594,3002,4594
jellyfish,3030,3818,3030,3818
jellyfish,3055,10844,3055,10844
jellyfish,3103,1626,3103,1626
jellyfish,3128,6876,3128,6876
jellyfish,3160,9387,3160,9387
jellyfish,3183,8050,3183,8050
jellyfish,3217,1597,3217,1597
jellyfish,3237,621,3237,621
jellyfish,3290,11863,3290,11863
jellyfish,3311,4790,3311,4790
jellyfish,3333,9914,3333,9914
jellyfish,3390,6460,3390,6460
jellyfish,3407,8799,3407,8799
jellyfish,3444,2327,3444,2327
jellyfish,3479,7482,3479,7482
jellyfish,3492,10401,3492,10401
jellyfish,3531,7103,3531,7103
jellyfish,3554,1559,3554,1559
jellyfish,3585,8736,3585,8736
jellyfish,3634,11597,3634,11597
jellyfish,3658,8282,3658,8282
jellyfish,3685,6896,3685,6896
jellyfish,3733,10094,3733,10094
jellyfish,3773,7707,3773,7707
jellyfish,3803,6700,3803,6700
jellyfish,3818,7358,3818,7358
jellyfish,3864,139,3864,139
jellyfish,3891,4304,3891,4304
jellyfish,3930,1419,3930,1419
jellyfish,3962,4239,3962,4239
jellyfish,3997,2133,3997,2133
jellyfish,4005,11549,4005,11549
jellyfish,4035,1944,4035,1944
jellyfish,4079,10330,4079,10330
jellyfish,4115,10793,4115,10793
jellyfish,4147,1533,4147,1533
jellyfish,4181,2050,4181,2050
jellyfish,4195,8342,4195,8342
jellyfish,4239,1406,4239,1406
jellyfish,4258,7716,4258,7716
jellyfish,4304,10474,4304,10474
jellyfish,4347,4408,4347,4408
jellyfish,4362,1685,4362,1685
jellyfish,4408,11067,4408,11067
jellyfish,4419,2145,4419,2145
jellyfish,4460,9777,4460,9777
jellyfish,4495,9555,4495,9555
jellyfish,4525,848,4525,848
jellyfish,4568,1368,4568,1368
jellyfish,4594,8373,4594,8373
jellyfish,4613,6742,4613,6742
jellyfish,4669,8599,4669,8599
jellyfish,4684,6775,4684,6775
jellyfish,4720,12266,4720,12266
jellyfish,4743,1965,4743,1965
jellyfish,4790,10918,4790,10918
jellyfish,4829,6916,4829,6916
jellyfish,4857,4669,4857,4669
jellyfish,4866,3891,4866,3891
jellyfish,4900,1642,4900,1642
jellyfish,4958,7643,4958,7643
jellyfish,4964,2082,4964,2082
jellyfish,5023,1457,5023,1457
jellyfish,5031,891,5031,891
jellyfish,5070,8661,5070,8661
jellyfish,5106,7384,5106,7384
jellyfish,5145,7414,5145,7414
jellyfish,5162,3930,5162,3930
jellyfish,5206,11094,5206,11094
jellyfish,5236,10529,5236,10529
jellyfish,5252,10968,5252,10968
jellyfish,5302,4258,5302,4258
jellyfish,5321,10116,5321,10116
jellyfish,5367,956,5367,956
jellyfish,5386,7649,5386,7649
jellyfish,5422,4568,5422,4568
jellyfish,5443,1490,5443,1490
jellyfish,5502,8437,5502,8437
jellyfish,5509,6658,5509,6658
jellyfish,5553,3962,5553,3962
jellyfish,5586,7574,5586,7574
jellyfish,5612,974,5612,974
jellyfish,5642,7256,5642,7256
jellyfish,5665,10246,5665,10246
jellyfish,5722,3585,5722,3585
jellyfish,5731,6608,5731,6608
jellyfish,5774,10764,5774,10764
jellyfish,5819,4181,5819,4181
jellyfish,5853,10906,5853,10906
jellyfish,5866,7855,5866,7855
jellyfish,5891,3997,5891,3997
jellyfish,5949,1906,5949,1906
jellyfish,5957,6997,5957,6997
jellyfish,5987,3803,5987,3803
jellyfish,6039,8562,6039,8562
jellyfish,6078,4613,6078,4613
jellyfish,6098,11624,6098,11624
jellyfish,6117,1305,6117,1305
jellyfish,6152,2216,6152,2216
jellyfish,6189,8721,6189,8721
jellyfish,6215,7546,6215,7546
jellyfish,6247,7875,6247,7875
jellyfish,6275,1268,6275,1268
jellyfish,6335,8486,6335,8486
jellyfish,6345,6568,6345,6568
jellyfish,6370,1736,6370,1736
jellyfish,6410,767,6410,767
jellyfish,6460,11998,6460,11998
jellyfish,6487,8410,6487,8410
jellyfish,6514,2192,6514,2192
jellyfish,6546,12103,6546,12103
jellyfish,6568,8307,6568,8307
jellyfish,6608,8461,6608,8461
jellyfish,6648,3634,6648,3634
jellyfish,6658,6648,6658,6648
jellyfish,6700,6800,6700,6800
jellyfish,6742,7763,6742,7763
jellyfish,6775,8695,6775,8695
jellyfish,6800,7798,6800,7798
jellyfish,6835,7323,6835,7323
jellyfish,6876,6952,6876,6952
jellyfish,6896,11494,6896,11494
jellyfish,6916,3685,6916,3685
jellyfish,6952,899,6952,899
jellyfish,6997,698,6997,698
jellyfish,7016,7277,7016,7277
jellyfish,7063,4419,7063,4419
jellyfish,7103,10980,7103,10980
jellyfish,7121,1327,7121,1327
jellyfish,7162,4684,7162,4684
jellyfish,7193,3864,7193,3864
jellyfish,7225,59,7225,59
jellyfish,7256,7830,7256,7830
jellyfish,7277,6370,7277,6370
jellyfish,7323,1717,7323,1717
jellyfish,7358,4195,7358,4195
jellyfish,7384,9481,7384,9481
jellyfish,7414,9423,7414,9423
jellyfish,7430,10602,7430,10602
jellyfish,7482,4362,7482,4362
jellyfish,7507,3183,7507,3183
jellyfish,7546,11781,7546,11781
jellyfish,7574,5367,7574,5367
jellyfish,7609,10697,7609,10697
jellyfish,7643,6189,7643,6189
jellyfish,7649,195,7649,195
jellyfish,7707,9021,7707,9021
jellyfish,7716,4866,7716,4866
jellyfish,7763,10671,7763,10671
jellyfish,7798,10369,7798,10369
jellyfish,7830,5106,7830,5106
jellyfish,7855,9058,7855,9058
jellyfish,7875,5386,7875,5386
jellyfish,7907,464,7907,464
jellyfish,7942,5853,7942,5853
jellyfish,7980,570,7980,570
jellyfish,8000,6152,8000,6152
jellyfish,8050,3103,8050,3103
jellyfish,8081,3217,8081,3217
jellyfish,8107,8978,8107,8978
jellyfish,8134,11402,8134,11402
jellyfish,8176,5612,8176,5612
jellyfish,8205,11181,8205,11181
jellyfish,8233,532,8233,532
jellyfish,8282,3444,8282,3444
jellyfish,8307,5422,8307,5422
jellyfish,8342,2549,8342,2549
jellyfish,8373,377,8373,377
jellyfish,8410,10457,8410,10457
jellyfish,8437,5031,8437,5031
jellyfish,8461,6117,8461,6117
jellyfish,8486,427,8486,427
jellyfish,8538,2792,8538,2792
jellyfish,8562,3311,8562,3311
jellyfish,8599,10154,8599,10154
jellyfish,8614,5665,8614,5665
jellyfish,8661,4857,8661,4857
jellyfish,8695,5321,8695,5321
jellyfish,8721,3333,8721,3333
jellyfish,8736,9263,8736,9263
jellyfish,8799,3128,8799,3128
jellyfish,8826,11652,8826,11652
jellyfish,8841,10514,8841,10514
jellyfish,8888,2444,8888,2444
jellyfish,8915,9043,8915,9043
jellyfish,8956,2816,8956,2816
jellyfish,8978,6247,8978,6247
jellyfish,9021,9372,9021,9372
jellyfish,9043,5774,9043,5774
jellyfish,9058,2890,9058,2890
jellyfish,9111,9665,9111,9665
jellyfish,9146,3479,9146,3479
jellyfish,9183,2472,9183,2472
jellyfish,9215,10641,9215,10641
jellyfish,9221,9183,9221,9183
jellyfish,9263,8841,9263,8841
jellyfish,9309,5819,9309,5819
jellyfish,9334,5642,9334,5642
jellyfish,9372,6215,9372,6215
jellyfish,9387,11346,9387,11346
jellyfish,9423,2518,9423,2518
jellyfish,9460,6275,9460,6275
jellyfish,9481,4900,9481,4900
jellyfish,9521,3055,9521,3055
jellyfish,9555,2712,9555,2712
jellyfish,9587,2857,9587,2857
jellyfish,9600,11223,9600,11223
jellyfish,9638,2946,9638,2946
jellyfish,9665,9146,9665,9146
jellyfish,9722,235,9722,235
jellyfish,9745,11385,9745,11385
jellyfish,9777,9221,9777,9221
jellyfish,9801,9111,9801,9111
jellyfish,9830,3407,9830,3407
jellyfish,9875,8915,9875,8915
jellyfish,9914,3030,9914,3030
jellyfish,9944,2645,9944,2645
jellyfish,9967,8956,9967,8956
jellyfish,10002,5949,10002,5949
jellyfish,10047,5987,10047,5987
jellyfish,10077,11324,10077,11324
jellyfish,10094,481,10094,481
jellyfish,10116,10193,10116,10193
jellyfish,10154,5509,10154,5509
jellyfish,10193,11775,10193,11775
jellyfish,10234,3290,10234,3290
jellyfish,10246,5553,10246,5553
jellyfish,10280,2661,10280,2661
jellyfish,10330,5957,10330,5957
jellyfish,10358,3002,10358,3002
jellyfish,10369,4964,10369,4964
jellyfish,10401,6039,10401,6039
jellyfish,10457,9967,10457,9967
jellyfish,10474,5023,10474,5023
jellyfish,10514,4958,10514,4958
jellyfish,10529,10234,10529,10234
jellyfish,10582,10582,10582,10582
jellyfish,10602,2752,10602,2752
jellyfish,10641,402,10641,402
jellyfish,10671,5206,10671,5206
jellyfish,10697,11710,10697,11710
jellyfish,10748,2738,10748,2738
jellyfish,10764,8888,10764,8888
jellyfish,10793,6098,10793,6098
jellyfish,10844,310,10844,310
jellyfish,10861,5443,10861,5443
jellyfish,10906,2931,10906,2931
jellyfish,10918,3390,10918,3390
jellyfish,10968,12184,10968,12184
jellyfish,10980,2574,10980,2574
jellyfish,11020,5866,11020,5866
jellyfish,11067,10002,11067,10002
jellyfish,11094,3237,11094,3237
jellyfish,11125,9309,11125,9309
jellyfish,11149,2618,11149,2618
jellyfish,11181,5145,11181,5145
jellyfish,11223,11258,11223,11258
jellyfish,11258,5586,11258,5586
jellyfish,11293,9334,11293,9334
jellyfish,11324,5502,11324,5502
jellyfish,11346,5162,11346,5162
jellyfish,11385,6078,11385,6078
jellyfish,11402,5891,11402,5891
jellyfish,11431,3492,11431,3492
jellyfish,11475,11808,11475,11808
jellyfish,11494,5070,11494,5070
jellyfish,11549,8826,11549,8826
jellyfish,11559,12253,11559,12253
jellyfish,11597,256,11597,256
jellyfish,11624,11741,11624,11741
jellyfish,11652,5722,11652,5722
jellyfish,11710,350,11710,350
jellyfish,11741,5236,11741,5236
jellyfish,11775,6345,11775,6345
jellyfish,11781,10047,11781,10047
jellyfish,11808,12200,11808,12200
jellyfish,11863,11293,11863,11293
jellyfish,11903,3531,11903,3531
jellyfish,11921,6335,11921,6335
jellyfish,11950,603,11950,603
jellyfish,11998,9215,11998,9215
jellyfish,12029,2422,12029,2422
jellyfish,12056,4829,12056,4829
jellyfish,12075,3160,12075,3160
jellyfish,12103,5302,12103,5302
jellyfish,12129,2384,12129,2384
jellyfish,12184,5731,12184,5731
jellyfish,12200,11149,12200,11149
jellyfish,12253,5252,12253,5252
jellyfish,12266,9944,12266,9944
kangaroo,7,9572,7,9572
kangaroo,55,10995,55,10995
kangaroo,87,3169,87,3169
kangaroo,113,7180,113,7180
kangaroo,137,2031,137,2031
kangaroo,171,192,171,192
kangaroo,192,8378,192,8378
kangaroo,237,881,237,881
kangaroo,274,3363,274,3363
kangaroo,311,11752,311,11752
kangaroo,330,7646,330,7646
kangaroo,369,5009,369,5009
kangaroo,386,5872,386,5872
kangaroo,432,1283,432,1283
kangaroo,477,1577,477,1577
kangaroo,511,10190,511,10190
kangaroo,540,1342,540,1342
kangaroo,555,8518,555,8518
kangaroo,591,10882,591,10882
kangaroo,624,11395,624,11395
kangaroo,640,2721,640,2721
kangaroo,695,7823,695,7823
kangaroo,711,1797,711,1797
kangaroo,746,4218,746,4218
kangaroo,772,6058,772,6058
kangaroo,815,2339,815,2339
kangaroo,837,3248,837,3248
kangaroo,881,7840,881,7840
kangaroo,909,1999,909,1999
kangaroo,935,1446,935,1446
kangaroo,991,137,991,137
kangaroo,1008,3746,1008,3746
kangaroo,1045,8830,1045,8830
kangaroo,1064,4920,1064,4920
kangaroo,1108,3915,1108,3915
kangaroo,1126,10076,1126,10076
kangaroo,1153,4457,1153,4457
kangaroo,1205,6879,1205,6879
kangaroo,1228,3065,1228,3065
kangaroo,1255,8623,1255,8623
kangaroo,1283,10719,1283,10719
kangaroo,1342,2580,1342,2580
kangaroo,1369,6846,1369,6846
kangaroo,1391,12275,1391,12275
kangaroo,1435,3429,1435,3429
kangaroo,1446,3984,1446,3984
kangaroo,1501,4289,1501,4289
kangaroo,1525,2405,1525,2405
kangaroo,1555,9698,1555,9698
kangaroo,1577,4640,1577,4640
kangaroo,1619,10031,1619,10031
kangaroo,1637,55,1637,55
kangaroo,1686,6324,1686,6324
kangaroo,1702,1619,1702,1619
kangaroo,1749,1501,1749,1501
kangaroo,1770,7468,1770,7468
kangaroo,1797,3559,1797,3559
kangaroo,1831,6133,1831,6133
kangaroo,1867,695,1867,695
kangaroo,1908,11823,1908,11823
kangaroo,1929,2084,1929,2084
kangaroo,1976,6752,1976,6752
kangaroo,1999,5845,1999,5845
kangaroo,2031,9327,2031,9327
kangaroo,2056,6170,2056,6170
kangaroo,2084,909,2084,909
kangaroo,2112,9274,2112,9274
kangaroo,2175,11467,2175,11467
kangaroo,2181,6737,2181,6737
kangaroo,2235,1749,2235,1749
kangaroo,2252,11993,2252,11993
kangaroo,2295,9968,2295,9968
kangaroo,2306,1255,2306,1255
kangaroo,2339,1770,2339,1770
kangaroo,2390,591,2390,591
kangaroo,2405,3675,2405,3675
kangaroo,2460,8262,2460,8262
kangaroo,2481,7424,2481,7424
kangaroo,2515,4165,2515,4165
kangaroo,2532,10806,2532,10806
kangaroo,2580,5470,2580,5470
kangaroo,2616,7603,2616,7603
kangaroo,2628,711,2628,711
kangaroo,2683,9512,2683,9512
kangaroo,2714,8671,2714,8671
kangaroo,2721,7227,2721,7227
kangaroo,2782,8116,2782,8116
kangaroo,2810,6361,2810,6361
kangaroo,2823,10568,2823,10568
kangaroo,2869,3881,2869,3881
kangaroo,2898,4624,2898,4624
kangaroo,2915,815,2915,815
kangaroo,2954,2056,2954,2056
kangaroo,3003,10451,3003,10451
kangaroo,3009,237,3009,237
kangaroo,3065,6784,3065,6784
kangaroo,3089,7887,3089,7887
kangaroo,3122,7405,3122,7405
kangaroo,3149,6090,3149,6090
kangaroo,3169,12112,3169,12112
kangaroo,3202,10528,3202,10528
kangaroo,3248,7138,3248,7138
kangaroo,3281,4544,3281,4544
